Nr.,interaction type,GO Term,GO Term 2,MI Term,kinasefamily,kin_phos,Kinase_Phos,Target,pSite,PMID,Pathway,Ppase family
1369,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G30970,,18363786,not specified,
1806,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT2G30360,AT2G30360,,22253446,not specified,
1903,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT2G30360,AT2G30360,,17483306,stress.abiotic.drought and osmotic,
1907,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT2G30360,AT2G30360,,17483306,hormone signaling.abscisic acid,
1911,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT2G30360,AT2G30360,,17483306,signaling.calcium,
4326,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT2G30360,,TAIR,not specified,
114,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT1G30270,AT2G26650,,16814720,transport.potassium,
280,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT1G30270,AT2G26650,,16895985,transport.potassium,
1827,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT1G30270,AT2G26650,,22253446,not specified,
1838,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT1G30270,AT2G26650,,21445098,transport.potassium,
2138,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT2G26650,,17898163,transport.potassium,
2139,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT2G26650,,17898163,transport.potassium,
2140,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT2G26650,,17898163,transport.potassium,
2155,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT4G30960,AT2G26650,,17898163,transport.potassium,
2156,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT2G25090,AT2G26650,,17898163,transport.potassium,
2157,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT1G30270,AT2G26650,,17898163,transport.potassium,
2276,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT4G30960,AT2G26650,,SwissProt,not specified,
2277,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT2G25090,AT2G26650,,SwissProt,not specified,
2278,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT1G30270,AT2G26650,,SwissProt,not specified,
4309,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT2G26650,,TAIR,not specified,
4319,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G25090,AT2G26650,,TAIR,not specified,
4366,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT2G26650,,TAIR,not specified,
5861,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT2G26650,,23331977,not specified,
1872,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT2G17500,,19187042,hormone signaling.auxin-transport,
1854,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT2G15620,,18798873,signaling.nitrate,
1366,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G13650,,18363786,not specified,
1367,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G13070,,18363786,not specified,
4425,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G57630,AT2G05210,,TAIR,not specified,
1445,protein regulation,GO:0065009,regulation of molecular function,no,SnRK3,kinase,AT5G35410,AT2G01980,,12034882,stress.abiotic.drought and osmotic,
1560,activation,GO:0044093,positive regulation of molecular function,no,SnRK3,kinase,AT5G35410,AT2G01980,,14742879,stress.abiotic.drought and osmotic,
1587,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G01980,,12070350,stress.abiotic.drought and osmotic,
1828,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G01980,S1138,21262798,stress.abiotic.drought and osmotic,
1843,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G01980,,21445098,stress.abiotic.drought and osmotic,
1869,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT2G01980,,19529820,stress.abiotic.drought and osmotic,
4416,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT2G01980,,TAIR,not specified,
1852,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT1G77760,,18798873,signaling.nitrate,
1912,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G76030,,17875927,stress.abiotic.drought and osmotic,
4418,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G76030,,TAIR,not specified,
4365,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT4G30960,AT1G66410,,TAIR,not specified,
4400,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G66410,,TAIR,not specified,
1816,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G64480,,22253446,not specified,
1857,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT1G64480,,19832944,signaling.calcium,
4308,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT1G64480,,TAIR,not specified,
4387,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G01820,AT1G64480,,TAIR,not specified,
1864,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT2G30360,AT1G64280,,20621018,stress.biotic.systemic acquired resistance,
1865,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT2G30360,AT1G64280,,20621018,stress.biotic.systemic acquired resistance,
5901,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT1G64060,,23335733,stress.biotic.reactive oxygen species,
5902,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G21326,AT1G64060,,23335733,stress.biotic.reactive oxygen species,
5907,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G21326,AT1G64060,,23335733,signaling.calcium,
5908,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G21326,AT1G64060,,23335733,signaling.calcium,
1877,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT1G52690,,19187042,stress.abiotic,
1853,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT1G37130,,18798873,signaling.nitrate,
1808,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT1G30270,AT1G30270,,22253446,not specified,
1856,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT1G24280,,18798873,signaling.nitrate,
1374,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT1G23780,,18363786,not specified,
4352,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT3G23000,AT1G21980,,TAIR,not specified,
1888,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G20620,,17785451,stress.abiotic.drought and osmotic,
1891,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G20620,,17785451,stress.biotic.reactive oxygen species,
4399,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT5G35410,AT1G20620,,TAIR,not specified,
1368,motif phosphorylation,GO:0006468,protein phosphorylation,MI:0217,SnRK3,kinase,AT5G35410,AT1G19030,,18363786,not specified,
1850,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT1G12110,,18798873,signaling.nitrate,
4307,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT1G12110,,TAIR,not specified,
1851,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G24400,AT1G08090,,18798873,signaling.nitrate,
2153,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT1G07430,,17898163,transport.potassium,
4314,interaction,GO:0005515,protein binding,MI:0914,SnRK3,kinase,AT1G30270,AT1G07430,,TAIR,not specified,
1875,gene regulation,GO:0010468,regulation of gene expression,no,SnRK3,kinase,AT4G30960,AT1G04250,,19187042,hormone signaling.auxin-transport,
1441,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT1G01140,AT1G01140,,12011353,hormone signaling.abscisic acid,
1443,autophosphorylation,GO:0046777,protein autophosphorylation,no,SnRK3,kinase,AT1G01140,AT1G01140,,12011353,stress.abiotic.drought and osmotic,
1566,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT5G35410,,,16861712,cell.cytoskeletal dynamics,
1571,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT5G01820,,,15665497,signaling.sugar,
1576,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G26980,,,12566581,stress.abiotic.heat and cold,
1577,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G26980,,,12566581,stress.abiotic.drought and osmotic,
1578,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G26980,,,12566581,stress.abiotic.touch and wounding,
1579,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G26980,,,12566581,hormone signaling.abscisic acid,
1580,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G26980,,,12566581,development.seedling and cotyledone,
1616,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT5G35410,,,9668136,stress.abiotic.drought and osmotic,
1617,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT5G35410,,,9668136,metabolism.potassium,
1783,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT5G01820,,,14730130,stress.abiotic.light,
1796,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT1G01140,,,17486125,metabolism.potassium,
1797,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT1G01140,,,17486125,stress.abiotic.heat and cold,
1798,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT1G01140,,,17486125,stress.abiotic.drought and osmotic,
1799,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT1G01140,,,17486125,stress.abiotic.touch and wounding,
1829,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G30360,,,21777855,stress.abiotic.alkaline,
1830,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT2G30360,,,21777855,cell.cytoskeletal dynamics,
1870,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT4G30960,,,19187042,hormone signaling.auxin-transport,
1871,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT4G30960,,,19187042,development.root,
6105,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT4G30960,,,23649767,hormone signaling.ABA - stomatal movement,
6106,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT4G30960,,,23649767,hormone signaling.ABA - germination,
6107,pathway,GO:0008150,biological process,MI:0619,SnRK3,kinase,AT4G30960,,,23649767,stress.abiotic.drought and osmotic,
5335,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00710,T4,16040609,PS.PSII.core protein,
5392,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00710,,19113838,PS.PSII.core protein,
5405,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00710,,21768351,PS.cyclic electron flow,
5415,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00710,T2,21915352,PS.PSII,
5416,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00710,T4,21915352,PS.PSII,
5815,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,ATCG00560,,22616989,not specified,
5816,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00560,,22616989,not specified,
5406,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00490,,21768351,PS.cyclic electron flow,
5334,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00280,,16040609,PS.PSII.core protein,
5391,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00280,,19113838,PS.PSII.core protein,
5402,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00280,,20532038,PS.PSII,
5403,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00280,,20532038,PS.thylakoid folding/ dynamics,
5806,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,ATCG00280,,22616989,not specified,
5807,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00280,,22616989,not specified,
5333,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00270,,16040609,PS.PSII.core protein,
5390,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00270,,19113838,PS.PSII.core protein,
5332,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00020,,16040609,PS.PSII.core protein,
5346,protein regulation,GO:0065009,regulation of molecular function,no,STN,kinase,AT5G01920,ATCG00020,,16237446,PS.PSII.core protein,
5389,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00020,,19113838,PS.PSII.core protein,
5804,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,ATCG00020,,22616989,not specified,
5805,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,ATCG00020,,22616989,not specified,
5354,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT5G54270,,16237446,PS.PSII,
5369,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT5G23120,,16237446,PS.PSII,
5378,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,T380,18331354,PS,
5379,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,T380,18331354,signaling.calcium,
5380,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,T380,18331354,development.plant growth,
5404,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,,21768351,PS.cyclic electron flow,
5417,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,T380,21915352,PS.PSII,
5809,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT5G23060,,22616989,not specified,
5810,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT5G23060,,22616989,not specified,
5801,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT5G01530,,22616989,not specified,
5370,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G37200,,16237446,PS.PSII,
5409,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT4G32260,,21768351,PS.cyclic electron flow,
5359,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G28750,,16237446,PS.PSII,
5410,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT4G22890,,21768351,PS.cyclic electron flow,
5818,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT4G22890,,22616989,not specified,
5373,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G17600,,16237446,PS.PSII,
5376,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G15510,,16237446,PS.PSII,
5355,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G10340,,16237446,PS.PSII,
5411,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT4G04020,,21768351,PS.cyclic electron flow,
5357,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT4G02770,,16237446,PS.PSII,
5819,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT4G01150,,22616989,not specified,
5375,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G61470,,16237446,PS.PSII,
5366,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G50820,,16237446,PS.PSII,
32,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G47470,T17,17968587,PS,
5383,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G47470,,17968587,PS.LHCII.state transition,
5393,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G47070,,19113838,PS.LHCII.state transition,
5808,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G47070,,22616989,not specified,
5817,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G46780,,22616989,not specified,
5374,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G22840,,16237446,PS.PSII,
5368,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G21055,,16237446,PS.PSII,
5362,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G16140,,16237446,PS.PSII,
5338,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T6,16897465,PS.LHCII.state transition,
5353,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT3G08940,,16237446,PS.PSII,
5408,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT3G08940,,21768351,PS.cyclic electron flow,
5422,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T6,21915352,PS.PSII,
5423,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T72,21915352,PS.PSII,
5424,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T74,21915352,PS.PSII,
5425,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T78,21915352,PS.PSII,
5426,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,T80,21915352,PS.PSII,
5802,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT3G08940,,22616989,not specified,
5803,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT3G08940,,22616989,not specified,
5811,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT1G68830,AT2G46820,,22616989,not specified,
5812,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,STN,kinase,AT5G01920,AT2G46820,,22616989,not specified,
5349,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT2G34430,,16237446,PS.PSII,
5350,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT2G34420,,16237446,PS.PSII,
5365,gene regulation,GO:0010468,regulation of gene expression,no,STN,kinase,AT1G68830,AT2G30790,,16237446,PS.PSII,
